countryname,indicatorname,year_2017,target_groups
Switzerland,"Life expectancy at birth, male (years)",81.6000000000,Extremely Happy
Switzerland,"Life expectancy at birth, total (years)",83.5512195100,Extremely Happy
Switzerland,Lifetime risk of maternal death (%),0.0072154640,Extremely Happy
Switzerland,Mobile cellular subscriptions (per 100 people),131.1359393000,Extremely Happy
Switzerland,"Mortality rate, infant (per 1,000 live births)",3.7000000000,Extremely Happy
Switzerland,Net migration,259999.0000000000,Extremely Happy
Switzerland,Rural population (% of total population),26.2390000000,Extremely Happy
Switzerland,Secure Internet servers (per 1 million people),32951.9962500000,Extremely Happy
Switzerland,"Survival to age 65, female (% of cohort)",93.9578280000,Extremely Happy
Switzerland,"Survival to age 65, male (% of cohort)",90.2378370000,Extremely Happy
Switzerland,"Tuberculosis case detection rate (%, all forms)",87.0000000000,Extremely Happy
Switzerland,Urban population (% of total population),73.7610000000,Extremely Happy
Syria,"Birth rate, crude (per 1,000 people)",24.1150000000,Very Sad
Syria,Employment in agriculture (% of total employment) (modeled ILO estimate),11.3330001800,Very Sad
Syria,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",8.9849996570,Very Sad
Syria,"Employment in industry, female (% of female employment) (modeled ILO estimate)",7.9660000800,Very Sad
Syria,"Employment in services, female (% of female employment) (modeled ILO estimate)",83.0500030500,Very Sad
Syria,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.5709991500,Very Sad
Syria,Fixed telephone subscriptions (per 100 people),15.9466796200,Very Sad
Syria,"Incidence of tuberculosis (per 100,000 people)",20.0000000000,Very Sad
Syria,Individuals using the Internet (% of population),34.2534019300,Very Sad
Syria,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",44.1180000300,Very Sad
Syria,"Life expectancy at birth, female (years)",77.4180000000,Very Sad
Syria,"Life expectancy at birth, male (years)",65.4070000000,Very Sad
Syria,"Life expectancy at birth, total (years)",70.9670000000,Very Sad
Syria,Lifetime risk of maternal death (%),0.0960085230,Very Sad
Syria,Mobile cellular subscriptions (per 100 people),89.9993553900,Very Sad
Syria,"Mortality rate, infant (per 1,000 live births)",14.0000000000,Very Sad
Syria,Net migration,-2136954.0000000000,Very Sad
Syria,Rural population (% of total population),46.5000000000,Very Sad
Syria,Secure Internet servers (per 1 million people),13.2997406500,Very Sad
Syria,"Survival to age 65, female (% of cohort)",86.7906030000,Very Sad
Syria,"Survival to age 65, male (% of cohort)",65.4303010000,Very Sad
Syria,"Tuberculosis case detection rate (%, all forms)",80.0000000000,Very Sad
Syria,Urban population (% of total population),53.5000000000,Very Sad
Tajikistan,"Birth rate, crude (per 1,000 people)",31.3640000000,Apathetic
Tajikistan,Employment in agriculture (% of total employment) (modeled ILO estimate),46.6500015300,Apathetic
Tajikistan,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",62.2470016500,Apathetic
Tajikistan,"Employment in industry, female (% of female employment) (modeled ILO estimate)",6.8049998280,Apathetic
Tajikistan,"Employment in services, female (% of female employment) (modeled ILO estimate)",30.9479999500,Apathetic
Tajikistan,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",46.1920013400,Apathetic
Tajikistan,Fixed telephone subscriptions (per 100 people),5.3939813530,Apathetic
Tajikistan,GDP per capita (current US$),806.0415731000,Apathetic
Tajikistan,GDP per capita growth (annual %),4.9914990980,Apathetic
Tajikistan,"Incidence of tuberculosis (per 100,000 people)",85.0000000000,Apathetic
Tajikistan,Individuals using the Internet (% of population),21.9600000000,Apathetic
Tajikistan,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",41.9179992700,Apathetic
Tajikistan,"Life expectancy at birth, female (years)",72.9610000000,Apathetic
Tajikistan,"Life expectancy at birth, male (years)",68.4930000000,Apathetic
Tajikistan,"Life expectancy at birth, total (years)",70.6470000000,Apathetic
Tajikistan,Lifetime risk of maternal death (%),0.0713907070,Apathetic
Tajikistan,Mobile cellular subscriptions (per 100 people),111.5281656000,Apathetic
Tajikistan,"Mortality rate, infant (per 1,000 live births)",31.3000000000,Apathetic
Tajikistan,Net migration,-99999.0000000000,Apathetic
Tajikistan,Rural population (% of total population),73.0180000000,Apathetic
Tajikistan,Secure Internet servers (per 1 million people),20.0444401000,Apathetic
Tajikistan,"Survival to age 65, female (% of cohort)",80.8742520000,Apathetic
Tajikistan,"Survival to age 65, male (% of cohort)",71.4389570000,Apathetic
Tajikistan,"Tuberculosis case detection rate (%, all forms)",79.0000000000,Apathetic
Tajikistan,Urban population (% of total population),26.9820000000,Apathetic
Tanzania,"Birth rate, crude (per 1,000 people)",37.0750000000,Very Sad
Tanzania,Employment in agriculture (% of total employment) (modeled ILO estimate),66.3499984700,Very Sad
Tanzania,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",68.7360000600,Very Sad
Tanzania,"Employment in industry, female (% of female employment) (modeled ILO estimate)",3.1080000400,Very Sad
Tanzania,"Employment in services, female (% of female employment) (modeled ILO estimate)",28.1560001400,Very Sad
Tanzania,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",86.3089981100,Very Sad
Tanzania,Fixed telephone subscriptions (per 100 people),0.2325159380,Very Sad
Tanzania,GDP per capita (current US$),1004.8411210000,Very Sad
Tanzania,GDP per capita growth (annual %),3.6400108810,Very Sad
Tanzania,"Incidence of tuberculosis (per 100,000 people)",269.0000000000,Very Sad
Tanzania,Individuals using the Internet (% of population),25.0000000000,Very Sad
Tanzania,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",83.6679992700,Very Sad
Tanzania,"Life expectancy at birth, female (years)",66.3460000000,Very Sad
Tanzania,"Life expectancy at birth, male (years)",62.5810000000,Very Sad
Tanzania,"Life expectancy at birth, total (years)",64.4790000000,Very Sad
Tanzania,Lifetime risk of maternal death (%),2.7493783010,Very Sad
Tanzania,Mobile cellular subscriptions (per 100 people),73.0947899900,Very Sad
Tanzania,"Mortality rate, infant (per 1,000 live births)",38.8000000000,Very Sad
Tanzania,Net migration,-200381.0000000000,Very Sad
Tanzania,Rural population (% of total population),66.9470000000,Very Sad
Tanzania,Secure Internet servers (per 1 million people),22.7023659800,Very Sad
Tanzania,"Survival to age 65, female (% of cohort)",68.9005350000,Very Sad
Tanzania,"Survival to age 65, male (% of cohort)",61.2925540000,Very Sad
Tanzania,"Tuberculosis case detection rate (%, all forms)",46.0000000000,Very Sad
Tanzania,Urban population (% of total population),33.0530000000,Very Sad
Thailand,"Birth rate, crude (per 1,000 people)",10.5130000000,Extremely Happy
Thailand,Employment in agriculture (% of total employment) (modeled ILO estimate),31.4570007300,Extremely Happy
Thailand,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",28.4860000600,Extremely Happy
Thailand,"Employment in industry, female (% of female employment) (modeled ILO estimate)",19.8670005800,Extremely Happy
Thailand,"Employment in services, female (% of female employment) (modeled ILO estimate)",51.6469993600,Extremely Happy
Thailand,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",75.3550033600,Extremely Happy
Thailand,Fixed telephone subscriptions (per 100 people),5.0079605770,Extremely Happy
Thailand,GDP per capita (current US$),6592.9149020000,Extremely Happy
Thailand,GDP per capita growth (annual %),3.7075931970,Extremely Happy
Thailand,"Incidence of tuberculosis (per 100,000 people)",156.0000000000,Extremely Happy
Thailand,Individuals using the Internet (% of population),52.8919293400,Extremely Happy
Thailand,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",67.2919998200,Extremely Happy
Thailand,"Life expectancy at birth, female (years)",80.4680000000,Extremely Happy
Thailand,"Life expectancy at birth, male (years)",72.9770000000,Extremely Happy
Thailand,"Life expectancy at birth, total (years)",76.6830000000,Extremely Happy
Thailand,Lifetime risk of maternal death (%),0.0524818530,Extremely Happy
Thailand,Mobile cellular subscriptions (per 100 people),175.5964942000,Extremely Happy
Thailand,"Mortality rate, infant (per 1,000 live births)",8.2000000000,Extremely Happy
Thailand,Net migration,97222.0000000000,Extremely Happy
Thailand,Rural population (% of total population),50.8000000000,Extremely Happy
Thailand,Secure Internet servers (per 1 million people),578.2846715000,Extremely Happy
Thailand,"Survival to age 65, female (% of cohort)",87.4919940000,Extremely Happy
Thailand,"Survival to age 65, male (% of cohort)",74.0694780000,Extremely Happy
Thailand,"Tuberculosis case detection rate (%, all forms)",74.0000000000,Extremely Happy
Thailand,Urban population (% of total population),49.2000000000,Extremely Happy
Togo,"Birth rate, crude (per 1,000 people)",33.5500000000,Very Sad
Togo,Employment in agriculture (% of total employment) (modeled ILO estimate),38.9570007300,Very Sad
Togo,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",37.1370010400,Very Sad
Togo,"Employment in industry, female (% of female employment) (modeled ILO estimate)",13.2530002600,Very Sad
Togo,"Employment in services, female (% of female employment) (modeled ILO estimate)",49.6100006100,Very Sad
Togo,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",77.2409973100,Very Sad
Togo,Fixed telephone subscriptions (per 100 people),0.4690669870,Very Sad
Togo,GDP per capita (current US$),626.0915279000,Very Sad
Togo,GDP per capita growth (annual %),1.8018723630,Very Sad
Togo,"Incidence of tuberculosis (per 100,000 people)",41.0000000000,Very Sad
Togo,Individuals using the Internet (% of population),12.3602249700,Very Sad
Togo,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",77.9229965200,Very Sad
Togo,"Life expectancy at birth, female (years)",61.3170000000,Very Sad
Togo,"Life expectancy at birth, male (years)",59.6440000000,Very Sad
Togo,"Life expectancy at birth, total (years)",60.4890000000,Very Sad
Togo,Lifetime risk of maternal death (%),1.7870355630,Very Sad
Togo,Mobile cellular subscriptions (per 100 people),78.8455608200,Very Sad
Togo,"Mortality rate, infant (per 1,000 live births)",48.7000000000,Very Sad
Togo,Net migration,-9999.0000000000,Very Sad
Togo,Rural population (% of total population),58.8380000000,Very Sad
Togo,Secure Internet servers (per 1 million people),4.5463549600,Very Sad
Togo,"Survival to age 65, female (% of cohort)",60.8648290000,Very Sad
Togo,"Survival to age 65, male (% of cohort)",56.2315370000,Very Sad
Togo,"Tuberculosis case detection rate (%, all forms)",81.0000000000,Very Sad
Togo,Urban population (% of total population),41.1620000000,Very Sad
Trinidad and Tobago,"Birth rate, crude (per 1,000 people)",13.3020000000,Moderately Happy
Trinidad and Tobago,Employment in agriculture (% of total employment) (modeled ILO estimate),3.1670000550,Moderately Happy
Trinidad and Tobago,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",1.4529999490,Moderately Happy
Trinidad and Tobago,"Employment in industry, female (% of female employment) (modeled ILO estimate)",12.5469999300,Moderately Happy
Trinidad and Tobago,"Employment in services, female (% of female employment) (modeled ILO estimate)",86.0000000000,Moderately Happy
Trinidad and Tobago,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",69.2910003700,Moderately Happy
Trinidad and Tobago,Fixed telephone subscriptions (per 100 people),18.6007243900,Moderately Happy
Trinidad and Tobago,GDP per capita (current US$),16238.1931900000,Moderately Happy
Trinidad and Tobago,GDP per capita growth (annual %),-2.7714506490,Moderately Happy
Trinidad and Tobago,"Incidence of tuberculosis (per 100,000 people)",17.0000000000,Moderately Happy
Trinidad and Tobago,Individuals using the Internet (% of population),77.3260529300,Moderately Happy
Trinidad and Tobago,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",60.7099990800,Moderately Happy
Trinidad and Tobago,"Life expectancy at birth, female (years)",75.9550000000,Moderately Happy
Trinidad and Tobago,"Life expectancy at birth, male (years)",70.6160000000,Moderately Happy
Trinidad and Tobago,"Life expectancy at birth, total (years)",73.2450000000,Moderately Happy
Trinidad and Tobago,Lifetime risk of maternal death (%),0.1196518650,Moderately Happy
Trinidad and Tobago,Mobile cellular subscriptions (per 100 people),146.7160721000,Moderately Happy
Trinidad and Tobago,"Mortality rate, infant (per 1,000 live births)",16.9000000000,Moderately Happy
Trinidad and Tobago,Net migration,-3999.0000000000,Moderately Happy
Trinidad and Tobago,Rural population (% of total population),46.7950000000,Moderately Happy
